,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
2789,Containerization Using Docker,container use dockeradvancedstudentproject enabl organiz learn extract persist i-dea learn style problem-bas learn e-nabl meta learn information-technolog cloud-computing5.017,5.0,Advanced,Student,17,"Sample-based Learning Methods,Creating Interactive Learning Videos with Edpuzzle,Structuring Machine Learning Projects,Applying Machine Learning to your Data with GCP,Building Deep Learning Models with TensorFlow,Practical Reinforcement Learning"
3013,Magnetics for Power Electronic Converters,magnet for power electron convertersadvancedstudentrecurs enumer set copper f.lux round model switch electr engin power electron electron materi physical-science-and-engin electrical-engineering5.017,5.0,Advanced,Student,17,"Converter Circuits,Converter Control,Linear Circuits 2 AC Analysis,Current-Mode Control,Introduction to Power Electronics,Input Filter Design"
3190,Computational Thinking for K-12 Educators Sequences and Loops,comput think for k-12 educ sequenc and loopsadvancedstudentcomput program brainstorm order pair pair program robot lesson plan rel chang and differ comput think interact redo social-sci education5.015,5.0,Advanced,Student,15,"Computational Thinking for K-12 Educators Variables and Nested Loops,Computational Thinking for K-12 Educators Nested If Statements and Compound Conditionals,Computational Thinking for K-12 Educators Conditional Loops and If Statements,Programming Languages Part B,Computational Thinking for K-12 Educators Capstone,Learn to Teach Java Sequences Primitive Types and Using Objects"
2512,Foundations for Interviewing with Confidence,foundat for interview with confidenceadvancedprofessionalsalesforc sale empathi exhibit audienc person brand interview crowd stand ovat confid busi business-essentials5.013,5.0,Advanced,Professional,13,"Successful Presentation,Strategically Build and Engage Your Network on LinkedIn,Business Strategy Business Model Canvas Analysis with Miro,Business Strategy in Practice (Project-centered Course),Entrepreneurship Capstone,Sales Training Inbound Business Strategy"
2268,Modern Robotics Course 6 Capstone Project Mobile Manipulation,modern robot cours 6 capston project mobil manipulationadvancedstudentcomput program jpeg simul robot control robot project feed forward control frame critic think industri robot physical-science-and-engin mechanical-engineering5.012,5.0,Advanced,Student,12,"Modern Robotics Course 4 Robot Motion Planning and Control,Modern Robotics Course 5 Robot Manipulation and Wheeled Mobile Robots,Modern Robotics Course 1 Foundations of Robot Motion,Modern Robotics Course 3 Robot Dynamics,Modern Robotics Course 2 Robot Kinematics,Introduction to Biomedical Engineering"
3012,Introduction to Integrative Nursing,introduct to integr nursingbeginnerstudentleadership and manag nurs manag patient care women' health nurs guid medit medicin nurs educ nurs care plan nurs educ life-sci patient-care5.012,5.0,Beginner,Student,12,"The Science of Health Care Delivery,Prepare for the EMT Certification Test,Skills for Nursing Informatics Leaders,Nursing Informatics Training and Education,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,Palliative Care Capstone Projects"
1908,Stock Valuation with Dividend Discount Model,stock valuat with dividend discount modelbeginnerprofessionaldividend stock split secur research risk-fre interest rate stock fair valu valu invest stock valuat market econom cost busi finance5.010,5.0,Beginner,Professional,10,"Stock Valuation with Comparable Companies Analysis,Construct Stock Market Indices,Finance for Everyone Markets,Global Financial Markets and Instruments,Introduction to Finance The Role of Financial Markets,Biases and Portfolio Selection"
2689,Machine Learning Rapid Prototyping with IBM Watson Studio,machin learn rapid prototyp with ibm watson studioadvancedstudentsoftwar prototyp virtual prototyp ansi model optim machin learn pido rapid prototyp evosuit testb manual test data-sci machine-learning5.010,5.0,Advanced,Student,10,"Introduction to Applied Machine Learning,Applied Machine Learning in Python,Big Data Applications Machine Learning at Scale,Optimizing Machine Learning Performance,AI Workflow Machine Learning Visual Recognition and NLP,Machine Learning Pipelines with Azure ML Studio"
1661,A Geometrical Approach to Genome Analysis Skew & Z-Curve,a geometr approach to genom analysi skew & z-curvebeginnerprofessionalsav project probabl densiti function project mine entri point student' t-distribut analysi three-dimension graph portabl document format graph data-sci data-analysis5.09,5.0,Beginner,Professional,9,"Data Analysis Using Pyspark,Getting Started with SAS Programming,Exploratory Data Analysis With Python and Pandas,Stock Analysis Create a Buy Signal Filter using R and the Quantmod Package,Statistical Data Visualization with Seaborn,Mastering SQL Joins"
2773,SAS Macro Language,sa macro languageadvancedprofessionalcontinu function pro*c compil data depend sql macro comput scienc control flow general-purpos macro processor paramet comput program symbol tabl computer-sci software-development5.09,5.0,Advanced,Professional,9,"Python Data Structures,The Fundamentals of Computing Capstone Exam,Introduction to Computer Programming,How Computers Work,Principles of Computing (Part 1),Getting Started with Go"
3397,Population Health Predictive Analytics,popul health predict analyticsadvancedstudentsampl size determin prognost extern valid predict analyt measur estim imput statist rel chang and differ order pair bia varianc tradeoff data-sci data-analysis5.09,5.0,Advanced,Student,9,"Understanding China 1700-2000 A Data Analytic Approach Part 2,The Data Science of Health Informatics,Basic Data Processing and Visualization,Data Science Ethics,Predictive Analytics for Business with H2O in R,Predictive Modeling and Analytics"
3477,Cluster Analysis using RCmdr,cluster analysi use rcmdrbeginnerprofessionalproject mine data cluster algorithm market segment project hierarch databas model run data cluster market cluster analysi util data-sci data-analysis5.08,5.0,Beginner,Professional,8,"Cluster Analysis in Data Mining,Exploratory Data Analysis,Exploratory Data Analysis,Applied Data Science Capstone,Applied Data Science Capstone,Data Analysis Using Pyspark"
1734,TensorFlow for AI Applying Image Convolution,tensorflow for ai appli imag convolutionbeginnerprofessionalconvolut artifici neural network project mine order pair project materi tensorflow convolut neural network seri a round deep learn data-sci machine-learning5.07,5.0,Beginner,Professional,7,"TensorFlow for AI Neural Network Representation,TensorFlow for CNNs Transfer Learning,TensorFlow for CNNs Learn and Practice CNNs,Image Understanding with TensorFlow on GCP,Customising your models with TensorFlow 2,Getting started with TensorFlow 2"
1881,Artificial Intelligence Privacy and Convenience,artifici intellig privaci and convenienceadvancedstudentord pair machin learn big data game theori privaci transpar human comput interact ethic averag semigroup action adversari model data-sci data-analysis5.07,5.0,Advanced,Student,7,"What is Data Science?,What is Data Science?,What is Data Science?,What is Data Science?,Big Data Artificial Intelligence and Ethics,Data Science for Business Innovation"
2521,TensorFlow for AI Neural Network Representation,tensorflow for ai neural network representationintermediatestudenttrain deep learn tensorflow world file materi artifici neural network seri a round project mine model order pair data-sci machine-learning5.07,5.0,Intermediate,Student,7,"TensorFlow for AI Applying Image Convolution,TensorFlow for CNNs Learn and Practice CNNs,TensorFlow for CNNs Transfer Learning,Customising your models with TensorFlow 2,Getting started with TensorFlow 2,TensorFlow for AI Computer Vision Basics"
3160,Web and Mobile Testing with Selenium,web and mobil test with seleniumintermediatestudentqa & ux manag web softwar test secur test selenium web test mobil app test autom websit architectur softwar qualiti assur computer-sci software-development5.07,5.0,Intermediate,Student,7,"Engineering Maintainable Android Apps,Introduction to Software Testing,Single Page Web Applications with AngularJS,Continuous Delivery & DevOps,Create Your First Automation Script Using Selenium and Java,Automate an e-commerce web application using Selenium & Java"
2617,Impute Data to Forecast Demand in Google Sheets,imput data to forecast demand in googl sheetsbeginnerprofessionalspreadsheet spreadsheet softwar linear miss data forecast imput statist project move averag demand evalu data-sci machine-learning5.05,5.0,Beginner,Professional,5,"Plots (Graphics) for Data Science,Data Visualization in Google Slides,A Crash Course in Data Science,Data Science Methodology,Data Science Methodology,What is Data Science?"
1893,Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications,intermedi intel� distribut of openvino� toolkit for deep learn applicationsadvancedprofessionalmobil applic test learn tool interoper archim sakai softwar learnabl comput vision microprocessor opm applic framework comput access computer-sci software-development5.04,5.0,Advanced,Professional,4,"Introduction to Intel� Distribution of OpenVINO� toolkit for Computer Vision Applications,Introduction to TensorFlow for Artificial Intelligence Machine Learning and Deep Learning,Advanced Deployment Scenarios with TensorFlow,Application Systems Programming,Computational Vision,Introduction to Computer Programming"
