course,user_registration_year,id_user,user_profile,region,course_level,age_band,num_of_prev_attempts,studied_credits,qualification,final_result,course_registration_in_days,course_unregistration_in_days,course_present_in_platform_in_days,module_used_by_user_in_days,total_no_of_times_module_opened,activities_engaged_wrt_modules,total_clicks,projects_completed,average_assessment_score,queries,Hrabsence,Consultations,Attedance,Tenants,Recommend_course_priority,Are_you_Happy_with_course,Projects_in_the_course,Pending_projects,Category
Data Science,2013,626885,Student,London ,Intermediate,0-35,0,60,Graduate,Pass,-59,241,300,241,165,740,1772,86,78.5,Python,21,25,Highasbence,Class Plus,Medium,1,295,209,
Data Science,2013,289397,Student,Surrey,Advanced,0-35,0,60,Post Graduate,Pass,-59,241,300,241,25,122,412,60,81.66666667,Data Science,12,15,Lowasbence,EduKart,High,1,233,173,
Data Science,2011,1772429,Student,Yorkshire Region,Advanced,35-55,0,60,Graduate,Pass,-59,240,299,240,89,681,2824,92,78.58333333,Artificial Intelligence,6,31,Lowasbence,WizIQ,Low,0,234,142,
Data Science,2012,505413,Professional,Wales,Intermediate,35-55,0,60,Graduate,Pass,-58,268,326,268,12,79,210,83,62.4,Data Science,12,42,Lowasbence,Udemy,Very Low,0,249,166,
Data Science,2013,627595,Student,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-58,241,299,241,169,1006,3852,92,85.58333333,Artificial Intelligence,14,25,Lowasbence,Coursera,Very High ,0,257,165,
Data Science,2013,628835,Professional, Oxfordshire,Advanced,35-55,0,60,Graduate,Pass,-57,241,298,241,126,920,2575,100,54.14285714,Machine learning,22,13,Highasbence,Byjus,Medium,0,297,197,
Data Science,2013,629055,Student,Surrey,Beginner,0-35,0,60,Graduate,Pass,-57,241,298,241,65,297,739,100,85.71428571,Python,12,42,Lowasbence,Unacademy,High,1,217,117,
Data Science,2013,29820,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-57,241,298,241,106,546,1475,80,81.5,Data Science,12,15,Lowasbence,Vedantu,Low,1,279,199,
Data Science,2013,248818,Student,Norfolk,Intermediate,0-35,0,30,Graduate,Pass,-57,241,298,241,81,287,1018,80,92.75,Artificial Intelligence,30,19,Highasbence,Embibe,Very Low,0,290,210,
Data Science,2013,628561,Student,Wales,Beginner,0-35,0,90,Graduate,Pass,-57,241,298,241,60,466,1556,92,85.33333333,Data Science,26,10,Highasbence,Toppr,Very High ,0,252,160,
Data Science,2012,582226,Professional,Norfolk,Advanced,0-35,0,30,Graduate,Pass,-57,261,318,261,42,200,1076,90,90.66666667,Artificial Intelligence,21,25,Highasbence,Brainly,Medium,0,221,131,
Data Science,2012,583721,Professional,Norfolk,Intermediate,35-55,0,30,Graduate,Pass,-57,261,318,261,29,118,347,70,90.71428571,Machine learning,22,13,Highasbence,Class Plus,High,1,247,177,
Data Science,2011,544053,Student,Surrey,Beginner,0-35,0,60,Graduate,Pass,-55,240,295,240,92,417,1072,93,78.69230769,Python,17.45,8,Lowasbence,EduKart,Low,1,213,120,
Data Science,2013,628086,Student,Singapore,Intermediate,35-55,0,60,Graduate,Pass,-54,241,295,241,125,665,2239,90,89.88888889,Data Science,20,15,Lowasbence,WizIQ,Very Low,1,282,192,
Data Science,2013,627184,Student,Surrey,Beginner,0-35,0,60,Graduate,Pass,-54,241,295,241,82,310,638,86,56,Artificial Intelligence,6,25,Lowasbence,Udemy,Very High ,0,211,125,
Data Science,2013,628058,Student,Surrey,Advanced,0-35,0,60,Graduate,Pass,-54,241,295,241,114,604,3115,92,80.5,Data Science,30,20,Highasbence,Coursera,Medium,0,279,187,
Data Science,2013,628114,Student,Cheshire,Advanced,0-35,0,60,Graduate,Pass,-54,241,295,241,174,987,3768,92,79.83333333,Artificial Intelligence,6,17,Lowasbence,Byjus,High,0,269,177,
Data Science,2013,629303,Student,Norfolk,Beginner,0-35,0,120,Graduate,Pass,-54,241,295,241,70,375,1441,92,78,Machine learning,14,21,Lowasbence,Unacademy,Low,0,232,140,
Data Science,2013,629692,Student,Yorkshire Region,Intermediate,0-35,0,120,Graduate,Pass,-54,241,295,241,72,599,2892,92,87.25,Python,21,25,Highasbence,Vedantu,Very Low,1,255,163,
Data Science,2014,160026,Professional,Norfolk,Beginner,0-35,2,60,Graduate,Pass,-53,262,315,262,12,52,95,83,71.6,Data Science,8,15,Lowasbence,Embibe,Very High ,0,267,184,
Data Science,2011,540694,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-53,240,293,240,182,946,2284,100,74.07142857,Artificial Intelligence,32,2,Highasbence,Toppr,Medium,0,288,188,
Data Science,2013,188662,Student,Hampshire,Intermediate,0-35,0,30,Graduate,Pass,-53,241,294,241,64,369,1818,80,86.75,Data Science,4,50,Lowasbence,Brainly,High,0,297,217,
Data Science,2012,586818,Professional,Norfolk,Intermediate,0-35,0,30,Post Graduate,Pass,-53,261,314,261,50,180,541,70,70,Artificial Intelligence,21,16,Highasbence,Class Plus,Low,1,208,138,
Data Science,2013,629766,Student,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-52,241,293,241,78,302,1185,90,91,Machine learning,12,42,Lowasbence,EduKart,Very Low,0,231,141,
Data Science,2013,629405,Student,Hampshire,Beginner,0-35,0,60,Graduate,Pass,-52,241,293,241,136,889,2308,100,71.71428571,Python,30,14,Highasbence,WizIQ,Very High ,1,211,111,
Data Science,2013,629541,Student,London ,Advanced,0-35,0,60,Graduate,Pass,-52,241,293,241,62,612,2797,92,76.58333333,Data Science,21,16,Highasbence,Udemy,Medium,0,250,158,
Data Science,2013,627750,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-51,241,292,241,35,160,516,70,61.14285714,Artificial Intelligence,6,25,Lowasbence,Coursera,High,1,267,197,
Data Science,2013,629862,Student,Cheshire,Intermediate,0-35,0,90,Graduate,Pass,-51,241,292,241,112,830,2876,60,81.33333333,Data Science,30,33,Highasbence,Byjus,Low,1,299,239,
Data Science,2013,627021,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-51,241,292,241,42,199,502,100,72.85714286,Artificial Intelligence,32,2,Highasbence,Unacademy,Very Low,0,237,137,
Data Science,2013,627276,Professional,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-51,241,292,241,111,520,1129,100,66.85714286,Machine learning,12,15,Lowasbence,Vedantu,Very High ,0,252,152,
Data Science,2013,35340,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-51,241,292,241,99,458,1812,80,79.75,Python,12,42,Lowasbence,Embibe,Medium,1,221,141,
Data Science,2013,627307,Student,London ,Intermediate,0-35,0,90,Graduate,Pass,-51,241,292,241,119,559,2261,92,79.41666667,Data Science,6,31,Lowasbence,Toppr,High,0,230,138,
Data Science,2013,629739,Student,Wales,Intermediate,0-35,0,60,Graduate,Pass,-51,241,292,241,46,372,1751,92,82.41666667,Artificial Intelligence,30,14,Highasbence,Brainly,Low,1,293,201,
Data Science,2013,628575,Student,Wales,Intermediate,0-35,0,90,Graduate,Pass,-50,241,291,241,46,217,724,70,69.57142857,Data Science,38,21,Highasbence,Class Plus,Very Low,1,255,185,
Data Science,2013,628875,Professional, Oxfordshire,Beginner,0-35,0,60,Graduate,Pass,-50,241,291,241,81,321,719,71,85.4,Artificial Intelligence,6,31,Lowasbence,EduKart,Very High ,1,270,199,
Data Science,2013,630083,Student,Norfolk,Intermediate,0-35,0,90,Graduate,Pass,-50,241,291,241,116,850,3633,92,79.58333333,Machine learning,30,12,Highasbence,WizIQ,Medium,0,264,172,
Data Science,2012,586914,Professional, Oxfordshire,Advanced,0-35,0,30,Graduate,Pass,-50,261,311,261,37,175,511,90,73.11111111,Python,38,21,Highasbence,Udemy,High,0,280,190,
Data Science,2013,626556,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-47,241,288,241,36,200,742,100,82,Data Science,21,25,Highasbence,Coursera,Low,1,293,193,
Data Science,2013,25150,Student,London ,Advanced,0-35,0,60,Graduate,Pass,-47,241,288,241,122,507,2103,80,84.25,Artificial Intelligence,12,42,Lowasbence,Byjus,Very Low,1,271,191,
Data Science,2012,501208,Professional,Wales,Advanced,35-55,1,60,Graduate,Pass,-46,268,314,268,16,83,203,75,55.11111111,Data Science,17.45,8,Lowasbence,Unacademy,Very High ,0,208,133,
Data Science,2012,504635,Professional,Singapore,Beginner,0-35,0,60,Graduate,Pass,-46,268,314,268,13,67,126,83,80,Artificial Intelligence,12,15,Lowasbence,Vedantu,Medium,0,289,206,
Data Science,2011,543510,Professional,Buckingham,Intermediate,0-35,0,75,Graduate,Pass,-46,240,286,240,43,214,574,93,72.92307692,Machine learning,4,50,Lowasbence,Embibe,High,0,213,120,
Data Science,2011,544091,Student,Yorkshire Region,Beginner,0-35,0,120,Graduate,Pass,-46,240,286,240,157,996,3054,100,79.92857143,Python,8,15,Lowasbence,Toppr,Low,0,277,177,
Data Science,2014,125535,Professional,Surrey,Intermediate,35-55,2,120,Graduate,Pass,-45,262,307,262,28,107,196,83,38.2,Data Science,30,20,Highasbence,Brainly,Very Low,1,215,132,
Data Science,2014,184972,Professional,Leicester,Intermediate,0-35,0,60,Graduate,Pass,-45,262,307,262,73,354,1761,83,79.4,Artificial Intelligence,6,17,Lowasbence,Class Plus,Very High ,0,221,138,
Data Science,2013,627387,Student,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-45,241,286,241,32,133,473,90,49.88888889,Data Science,30,33,Highasbence,EduKart,Medium,1,224,134,
Data Science,2013,627442,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-45,241,286,241,71,319,1194,77,55.4,Artificial Intelligence,6,17,Lowasbence,WizIQ,High,1,206,129,
Data Science,2013,628098,Student,Singapore,Intermediate,0-35,0,60,Graduate,Pass,-45,241,286,241,93,668,2747,92,73.91666667,Machine learning,14,21,Lowasbence,Udemy,Low,1,234,142,
Data Science,2013,629693,Student,Scotland,Advanced,0-35,0,120,Graduate,Pass,-45,241,286,241,66,501,2369,92,83.25,Python,21,25,Highasbence,Coursera,Very Low,1,236,144,
Data Science,2012,586502,Professional,Hampshire,Intermediate,0-35,0,30,Graduate,Pass,-45,261,306,261,43,180,525,70,72.85714286,Data Science,14,25,Lowasbence,Byjus,Very High ,0,255,185,
Data Science,2013,628099,Student, Oxfordshire,Beginner,0-35,0,60,Graduate,Pass,-43,241,284,241,84,511,1307,100,75.57142857,Artificial Intelligence,8,14,Lowasbence,Unacademy,Medium,1,282,182,
Data Science,2013,158831,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Pass,-43,241,284,241,67,319,981,80,77.75,Data Science,30,33,Highasbence,Vedantu,High,1,273,193,
Data Science,2012,584500,Professional,Yorkshire Region,Beginner,35-55,0,30,Graduate,Pass,-43,261,304,261,46,244,769,90,83.88888889,Artificial Intelligence,6,25,Lowasbence,Embibe,Low,1,291,201,
Data Science,2012,586493,Professional, Oxfordshire,Advanced,0-35,0,30,Graduate,Pass,-43,261,304,261,55,207,608,80,89.5,Machine learning,30,33,Highasbence,Toppr,Very Low,0,267,187,
Data Science,2014,193310,Professional,Hampshire,Intermediate,0-35,0,120,Graduate,Pass,-42,262,304,262,107,450,1236,83,72.4,Python,12,14,Lowasbence,Brainly,Very High ,1,215,132,
Data Science,2011,542293,Student,Norfolk,Intermediate,35-55,0,60,Graduate,Pass,-42,240,282,240,164,985,3059,100,67.78571429,Data Science,20,48,Lowasbence,Class Plus,Medium,0,286,186,
Data Science,2012,2625693,Student,Yorkshire Region,Beginner,0-35,0,60,Graduate,Pass,-42,268,310,268,85,391,1600,80,91.5,Artificial Intelligence,12,15,Lowasbence,EduKart,High,0,288,208,
Data Science,2013,627747,Student, Oxfordshire,Beginner,35-55,0,30,Graduate,Pass,-40,241,281,241,64,317,1182,50,85.4,Data Science,32,2,Highasbence,WizIQ,Low,1,214,164,
Data Science,2013,626852,Student,Hampshire,Intermediate,35-55,0,60,Graduate,Pass,-40,241,281,241,59,329,735,100,65.14285714,Artificial Intelligence,13,20,Lowasbence,Udemy,Very Low,0,246,146,
Data Science,2014,110911,Professional,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-39,262,301,262,33,141,520,83,76.8,Machine learning,20,48,Lowasbence,Coursera,Very High ,0,292,209,
Data Science,2012,583607,Professional,Norfolk,Intermediate,0-35,0,30,Graduate,Pass,-38,261,299,261,54,194,610,80,91.25,Python,6,17,Lowasbence,Byjus,Medium,1,256,176,
Data Science,2012,585199,Professional, Oxfordshire,Advanced,0-35,0,30,Graduate,Pass,-38,261,299,261,43,166,516,80,75.875,Data Science,14,21,Lowasbence,Unacademy,High,1,269,189,
Data Science,2012,586660,Professional,Surrey,Intermediate,35-55,0,30,Graduate,Pass,-38,261,299,261,27,127,524,70,77.57142857,Artificial Intelligence,21,25,Highasbence,Vedantu,Low,1,245,175,
Data Science,2014,230383,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-37,262,299,262,106,638,3045,83,57.4,Data Science,30,20,Highasbence,Embibe,Very Low,0,251,168,
Data Science,2012,585147,Professional,Norfolk,Advanced,35-55,0,30,Graduate,Pass,-37,261,298,261,78,331,1133,90,93.77777778,Artificial Intelligence,17.45,8,Lowasbence,Toppr,Very High ,0,275,185,
Data Science,2012,503322,Professional,London ,Intermediate,35-55,0,60,Graduate,Pass,-36,268,304,268,98,412,1125,92,68.90909091,Machine learning,4,50,Lowasbence,Brainly,Medium,1,243,151,
Data Science,2012,504013,Professional,Hampshire,Intermediate,0-35,1,60,Graduate,Pass,-36,268,304,268,9,32,69,58,66.57142857,Python,8,15,Lowasbence,Class Plus,High,1,234,176,
Data Science,2014,286947,Professional,Singapore,Beginner,0-35,1,60,Graduate,Pass,-36,262,298,262,42,256,1044,83,55.2,Data Science,20,48,Lowasbence,EduKart,Low,1,206,123,
Data Science,2013,628506,Student,Surrey,Beginner,0-35,0,30,Graduate,Pass,-36,241,277,241,68,228,823,90,70,Artificial Intelligence,30,19,Highasbence,WizIQ,Very Low,0,268,178,
Data Science,2011,540310,Student,Buckingham,Advanced,0-35,0,120,Graduate,Pass,-36,240,276,240,117,605,2406,100,64.85714286,Data Science,20,48,Lowasbence,Udemy,Very High ,1,205,105,
Data Science,2013,629414,Student,Surrey,Intermediate,0-35,0,90,Graduate,Pass,-36,241,277,241,112,627,2925,92,86.16666667,Artificial Intelligence,13,20,Lowasbence,Coursera,Medium,0,272,180,
Data Science,2013,630013,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-36,241,277,241,74,525,2290,92,69.58333333,Machine learning,6,25,Lowasbence,Byjus,High,0,253,161,
Data Science,2012,586423,Student, Oxfordshire,Advanced,0-35,0,30,Graduate,Pass,-36,261,297,261,48,144,420,90,71.11111111,Python,12,42,Lowasbence,Unacademy,Low,1,290,200,
Data Science,2011,540605,Student,Yorkshire Region,Beginner,0-35,0,60,Graduate,Pass,-34,240,274,240,154,808,2350,100,54.64285714,Data Science,8,14,Lowasbence,Vedantu,Very Low,1,267,167,
Data Science,2013,83219,Professional,Buckingham,Advanced,0-35,0,60,Graduate,Pass,-34,241,275,241,108,546,2340,80,85.5,Artificial Intelligence,8,15,Lowasbence,Embibe,Very High ,0,236,156,
Data Science,2011,1761013,Student,Norfolk,Beginner,35-55,0,60,Graduate,Pass,-34,240,274,240,91,603,2436,92,88.33333333,Data Science,30,12,Highasbence,Toppr,Medium,1,288,196,
Data Science,2012,506804,Professional,Scotland,Intermediate,0-35,0,120,Graduate,Pass,-32,268,300,268,88,509,1048,92,71,Artificial Intelligence,20,12,Lowasbence,Brainly,High,0,286,194,
Data Science,2012,586287,Student, Oxfordshire,Intermediate,0-35,0,30,Graduate,Pass,-32,261,293,261,40,163,494,90,91.66666667,Machine learning,21,25,Highasbence,Class Plus,Low,0,279,189,
Data Science,2014,226839,Professional,Leicester,Intermediate,0-35,0,60,Graduate,Pass,-31,262,293,262,64,271,942,83,79.4,Python,30,14,Highasbence,EduKart,Very Low,1,293,210,
Data Science,2012,504022,Professional,Hampshire,Beginner,0-35,1,120,Graduate,Pass,-30,268,298,268,7,42,81,83,78.6,Data Science,21,28,Highasbence,WizIQ,Very High ,1,230,147,
Data Science,2011,538701,Student,Cheshire,Advanced,0-35,0,60,Graduate,Pass,-30,240,270,240,84,412,933,100,72.35714286,Artificial Intelligence,14,21,Lowasbence,Udemy,Medium,0,263,163,
Data Science,2012,504466,Professional,London ,Intermediate,35-55,1,60,Graduate,Pass,-29,268,297,268,78,380,866,83,81.3,Data Science,4,50,Lowasbence,Coursera,High,0,262,179,
Data Science,2014,151917,Professional,London ,Intermediate,0-35,4,60,Graduate,Pass,-29,262,291,262,34,192,713,83,58.8,Artificial Intelligence,13,20,Lowasbence,Byjus,Low,1,222,139,
Data Science,2013,627772,Professional,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-29,241,270,241,49,296,865,100,80.57142857,Machine learning,12,14,Lowasbence,Unacademy,Very Low,1,223,123,
Data Science,2012,503804,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-28,268,296,268,75,382,1022,92,59.18181818,Python,14,21,Lowasbence,Vedantu,Very High ,1,213,121,
Data Science,2013,626998,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-28,241,269,241,49,308,766,90,83.55555556,Data Science,16,23,Lowasbence,Embibe,Medium,0,238,148,
Data Science,2013,626889,Professional,Scotland,Beginner,0-35,0,60,Graduate,Pass,-28,241,269,241,56,302,703,100,54.28571429,Artificial Intelligence,21,16,Highasbence,Toppr,High,1,208,108,
Data Science,2013,628720,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Pass,-28,241,269,241,63,391,2194,92,81.33333333,Data Science,6,27,Lowasbence,Brainly,Low,1,251,159,
Data Science,2013,628386,Student,Norfolk,Intermediate,0-35,0,60,Post Graduate,Pass,-27,241,268,241,139,599,1383,100,70.42857143,Artificial Intelligence,6,31,Lowasbence,Class Plus,Very Low,1,264,164,
Data Science,2011,556391,Student,Norfolk,Intermediate,0-35,0,60,Post Graduate,Pass,-27,240,267,240,114,623,2256,92,67.58333333,Machine learning,12,42,Lowasbence,EduKart,Very High ,0,207,115,
Data Science,2011,557811,Student,Hampshire,Intermediate,0-35,0,90,Graduate,Pass,-27,240,267,240,67,586,3385,92,77.33333333,Python,16,23,Lowasbence,WizIQ,Medium,1,263,171,
Data Science,2013,128971,Student,Norfolk,Intermediate,0-35,0,30,Graduate,Pass,-26,241,267,241,97,502,1982,80,84.5,Data Science,6,17,Lowasbence,Udemy,High,0,243,163,
Data Science,2012,585518,Professional,Buckingham,Advanced,0-35,0,30,Graduate,Pass,-26,261,287,261,44,186,980,70,79.14285714,Artificial Intelligence,12,15,Lowasbence,Coursera,Low,0,287,217,
Data Science,2012,507016,Professional,Hampshire,Advanced,0-35,0,90,Graduate,Pass,-25,268,293,268,74,192,398,92,80.81818182,Data Science,12,14,Lowasbence,Byjus,Very Low,1,248,156,
Data Science,2013,628246,Student,Norfolk,Advanced,35-55,0,60,Graduate,Pass,-25,241,266,241,57,428,1047,71,83,Artificial Intelligence,16,23,Lowasbence,Unacademy,Very High ,1,203,132,
Data Science,2011,556498,Student,Wales,Beginner,0-35,0,60,Graduate,Pass,-25,240,265,240,64,440,2370,92,82.25,Machine learning,38,12,Highasbence,Vedantu,Medium,0,250,158,
Data Science,2011,558098,Student,Surrey,Beginner,0-35,0,60,Post Graduate,Pass,-25,240,265,240,81,666,3580,92,79.58333333,Python,6,31,Lowasbence,Embibe,High,1,276,184,
Data Science,2011,1337055,Student,Buckingham,Intermediate,35-55,1,150,Graduate,Pass,-25,240,265,240,94,851,2685,92,82.91666667,Data Science,30,14,Highasbence,Toppr,Low,1,283,191,
Data Science,2012,582697,Professional,London ,Intermediate,0-35,0,30,Graduate,Pass,-25,261,286,261,26,148,296,90,79.22222222,Artificial Intelligence,21,25,Highasbence,Brainly,Very Low,0,258,168,
Data Science,2012,584448,Professional,Surrey,Intermediate,0-35,0,30,Graduate,Pass,-25,261,286,261,47,226,738,90,68.33333333,Data Science,22,13,Highasbence,Class Plus,Very High ,0,262,172,
Data Science,2013,627879,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-24,241,265,241,79,349,1071,100,53.71428571,Artificial Intelligence,14,21,Lowasbence,EduKart,Medium,1,214,114,
Data Science,2013,628956,Student,Buckingham,Beginner,0-35,0,60,Graduate,Pass,-24,241,265,241,123,528,1071,100,85.28571429,Machine learning,21,25,Highasbence,WizIQ,High,0,225,125,
Data Science,2013,144745,Professional,Cheshire,Advanced,0-35,0,30,Post Graduate,Pass,-24,241,265,241,97,606,1782,80,87.25,Python,4,50,Lowasbence,Udemy,Low,0,284,204,
Data Science,2011,558280,Student,London ,Beginner,0-35,0,90,Graduate,Pass,-24,240,264,240,44,367,1770,85,72.36363636,Data Science,8,15,Lowasbence,Coursera,Very Low,1,229,144,
Data Science,2011,558770,Professional,Norfolk,Intermediate,35-55,0,60,Graduate,Pass,-24,240,264,240,138,791,3055,92,76.83333333,Artificial Intelligence,12,14,Lowasbence,Byjus,Very High ,1,281,189,
Data Science,2011,558772,Professional, Oxfordshire,Beginner,0-35,0,60,Graduate,Pass,-24,240,264,240,93,755,3762,92,81.66666667,Data Science,6,27,Lowasbence,Unacademy,Medium,1,266,174,
Data Science,2011,559454,Student,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-24,240,264,240,126,836,4017,92,78.41666667,Artificial Intelligence,13,20,Lowasbence,Vedantu,High,0,219,127,
Data Science,2011,928248,Student,Scotland,Intermediate,55<=,0,60,Graduate,Pass,-24,240,264,240,70,614,2730,85,89.18181818,Machine learning,6,25,Lowasbence,Embibe,Low,0,286,201,
